,ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market
364,516130.SH,消费龙头ETF,华宝基金,中国银行,股票型,20210928,,20211013,20210913,,3.8989,0.5,0.1,,1.0,0.1,,中证消费龙头指数收益率,L,被动指数型,契约型开放式,,20211013,20211013,E
365,159723.SZ,科技龙头ETF,汇添富基金,中国工商银行,股票型,20210927,,20211015,20210906,,2.4103,0.15,0.05,,1.0,0.1,,中证沪港深科技龙头指数收益率,L,被动指数型,契约型开放式,,20211015,20211015,E
366,561130.SH,国货ETF,富国基金,中国银行,股票型,20210927,,20211018,20210913,,8.4394,0.5,0.1,,1.0,0.1,,中证新华社民族品牌工程指数收益率,L,被动指数型,契约型开放式,,20211018,20211018,E
367,159777.SZ,创科技ETF,国联安基金,中国银河,股票型,20210927,,20211018,20210913,,2.4928,0.5,0.1,,1.0,0.1,,创业板科技指数收益率,L,被动指数型,契约型开放式,,20211018,20211018,E
368,516860.SH,金融科技ETF,博时基金,中国建设银行,股票型,20210924,,20211011,20210628,,2.0152,0.5,0.1,,1.0,0.1,,中证金融科技主题指数收益率,L,被动指数型,契约型开放式,,20211011,20211011,E
369,159773.SZ,创业板科技ETF,华泰柏瑞基金,招商银行,股票型,20210923,,20211008,20210906,,2.923,0.5,0.1,,1.0,0.1,,创业板科技指数收益率,L,被动指数型,契约型开放式,,20211008,20211008,E
370,562360.SH,机器人ETF基金,银华基金,招商银行,股票型,20210922,,20211015,20210906,,3.8947,0.5,0.1,,1.0,0.1,,中证机器人指数收益率,L,被动指数型,契约型开放式,,20211015,20211015,E
371,560000.SH,智慧电车ETF,浦银安盛基金,招商银行,股票型,20210917,,20210930,20210903,,2.1202,0.5,0.1,,1.0,0.1,,中证智能电动汽车指数收益率,L,被动指数型,契约型开放式,,20210930,20210930,E
372,510770.SH,G60创新ETF,申万菱信基金,兴业银行,股票型,20210916,,20210928,20210823,,3.1111,0.5,0.1,,1.0,0.1,,上证G60战略新兴产业成份指数收益率,L,被动指数型,契约型开放式,,20210928,20210928,E
373,159717.SZ,ESGETF,鹏华基金,华泰证券,股票型,20210915,,20210929,20210830,,3.6037,0.5,0.1,,1.0,0.1,,国证ESG300指数收益率,L,被动指数型,契约型开放式,,20210929,20210929,E
374,159792.SZ,港股通互联网ETF,富国基金,中国银行,股票型,20210915,,20210928,20210823,,2.4586,0.5,0.1,,1.0,0.1,,中证港股通互联网指数收益率,L,被动指数型,契约型开放式,,20210928,20210928,E
375,159733.SZ,消费电子50ETF,景顺长城基金,招商银行,股票型,20210915,,20210929,20210906,,4.4716,0.5,0.1,,1.0,0.1,,中证消费电子主题指数收益率,L,被动指数型,契约型开放式,,20210929,20210929,E
376,517030.SH,沪港深300ETF基金,易方达基金,中国银行,股票型,20210915,,20210927,20210723,,2.0104,0.15,0.05,,1.0,0.1,,中证沪港深300指数收益率,L,被动指数型,契约型开放式,,20210927,20210927,E
377,562800.SH,稀有金属ETF,嘉实基金,中国银河,股票型,20210915,,20210927,20210906,,6.0615,0.5,0.1,,1.0,0.1,,中证稀有金属主题指数收益率,L,被动指数型,契约型开放式,,20210927,20210927,E
378,159736.SZ,饮食ETF,天弘基金,中信证券,股票型,20210909,,20210927,20210830,,3.2689,0.5,0.1,,1.0,0.1,,中证食品饮料指数收益率,L,被动指数型,契约型开放式,,20210927,20210927,E
379,516190.SH,文娱传媒ETF,华夏基金,中国银行,股票型,20210909,,20210917,20210823,,2.1372,0.5,0.1,,1.0,0.1,,中证文娱传媒指数收益率,L,被动指数型,契约型开放式,,20210917,20210917,E
380,517110.SH,创新药沪深港ETF,国泰基金,招商银行,股票型,20210908,,20210930,20210830,,2.461,0.5,0.1,,1.0,0.1,,中证沪港深创新药产业指数收益率,L,被动指数型,契约型开放式,,20210930,20210930,E
381,516560.SH,养老ETF,华宝基金,中国建设银行,股票型,20210908,,20210916,20210825,,3.1976,0.5,0.1,,1.0,0.1,,中证养老产业指数收益率,L,被动指数型,契约型开放式,,20210916,20210916,E
382,501209.SH,富久食品饮料LOF,银华基金,中国工商银行,混合型,20210903,,20211202,20210818,,13.3274,1.2,0.2,,1.0,0.001,,中证食品饮料指数收益率*80%+中证港股通综合指数(人民币)收益率*10%+商业银行人民币活期存款利率(税后)*10%,L,混合型,契约型开放式,,20211029,20211202,E
383,516210.SH,银行ETF指数基金,华安基金,中国银行,股票型,20210903,,20210924,20210802,,3.6163,0.5,0.1,,1.0,0.1,,中证银行指数收益率,L,被动指数型,契约型开放式,,20210924,20210924,E
384,506008.SH,科创板长城,长城基金,中国农业银行,混合型,20210901,,20220328,20210804,,4.1192,1.2,0.2,,1.0,0.0001,,中国战略新兴产业成份指数收益率*65%+中债总指数收益率*25%+中证港股通综合指数收益率(使用估值汇率折算)*10%,L,混合型,契约型开放式,,20230901,20230901,E
385,159715.SZ,稀土ETF易方达,易方达基金,中国建设银行,股票型,20210901,,20210910,20210818,,4.3103,0.15,0.05,,1.0,0.1,,中证稀土产业指数收益率,L,被动指数型,契约型开放式,,20210910,20210910,E
386,159889.SZ,智能汽车ETF,国泰基金,中信建投证券,股票型,20210901,,20210909,20210823,,3.244,0.5,0.1,,1.0,0.1,,中证智能汽车主题指数收益率,L,被动指数型,契约型开放式,,20210909,20210909,E
387,561600.SH,消费电子ETF,平安基金,中信建投证券,股票型,20210830,,20210909,20210816,,2.5627,0.5,0.1,,1.0,0.1,,中证消费电子主题指数收益率,L,被动指数型,契约型开放式,,20210909,20210909,E
388,560560.SH,碳中和ETF泰康,泰康基金,广发证券,股票型,20210827,,20210913,20210809,,4.9319,0.5,0.1,,1.0,0.1,,中证内地低碳经济主题指数收益率,L,被动指数型,契约型开放式,,20210913,20210913,E
389,516630.SH,云计算50ETF,华夏基金,中国银行,股票型,20210824,,20210903,20210810,,2.6916,0.5,0.1,,1.0,0.1,,中证云计算与大数据主题指数收益率,L,被动指数型,契约型开放式,,20210903,20210903,E
390,516640.SH,芯片龙头ETF,富国基金,兴业银行,股票型,20210819,,20210827,20210802,,6.1368,0.5,0.1,,1.0,0.1,,中证芯片产业指数收益率,L,被动指数型,契约型开放式,,20210827,20210827,E
391,159763.SZ,新材料ETF基金,建信基金,中信建投证券,股票型,20210819,,20210913,20210802,,4.0871,0.5,0.1,,1.0,0.1,,中证新材料主题指数收益率,L,被动指数型,契约型开放式,,20210913,20210913,E
392,588390.SH,科创创业50ETF,博时基金,招商银行,股票型,20210819,,20210830,20210802,,8.4594,0.5,0.1,,1.0,0.1,,中证科创创业50指数收益率,L,被动指数型,契约型开放式,,20210830,20210830,E
393,561350.SH,国泰中证500ETF,国泰基金,中国邮政储蓄银行,股票型,20210818,,20210901,20210810,,7.277,0.5,0.1,,1.0,0.1,,中证500指数收益率,L,被动指数型,契约型开放式,,20210901,20210901,E
394,159732.SZ,消费电子ETF,华夏基金,中国建设银行,股票型,20210812,,20210823,20210729,,4.9645,0.5,0.1,,1.0,0.1,,国证消费电子主题指数收益率,L,被动指数型,契约型开放式,,20210823,20210823,E
395,516790.SH,医疗保健ETF,华泰柏瑞基金,中国银行,股票型,20210812,,20210823,20210726,,3.2828,0.5,0.1,,1.0,0.1,,中证全指医疗保健设备与服务指数收益率,L,被动指数型,契约型开放式,,20210823,20210823,E
396,561800.SH,稀有金属ETF基金,华富基金,交通银行,股票型,20210811,,20210824,20210726,,3.0508,0.5,0.1,,1.0,0.1,,中证稀有金属主题指数收益率,L,被动指数型,契约型开放式,,20210824,20210824,E
397,159875.SZ,新能源ETF,嘉实基金,中国银行,股票型,20210809,,20210817,20210802,,4.6516,0.5,0.1,,1.0,0.1,,中证新能源指数收益率,L,被动指数型,契约型开放式,,20210817,20210817,E
398,516290.SH,光伏龙头ETF,汇添富基金,中国建设银行,股票型,20210809,,20210823,20210722,,3.212,0.15,0.05,,1.0,0.1,,中证光伏产业指数收益率,L,被动指数型,契约型开放式,,20210823,20210823,E
399,159767.SZ,电池龙头ETF,兴银基金,浦发银行,股票型,20210806,,20210823,20210726,,3.5287,0.5,0.1,,1.0,0.1,,国证新能源车电池指数收益率,L,被动指数型,契约型开放式,,20210823,20210823,E
400,159840.SZ,锂电池ETF,工银瑞信基金,中信建投证券,股票型,20210805,,20210820,20210719,,3.8457,0.45,0.07,,1.0,0.1,,国证新能源车电池指数收益率,L,被动指数型,契约型开放式,,20210820,20210820,E
401,159713.SZ,稀土ETF,富国基金,招商银行,股票型,20210805,,20210816,20210719,,2.6226,0.5,0.1,,1.0,0.1,,中证稀土产业指数收益率,L,被动指数型,契约型开放式,,20210816,20210816,E
402,560660.SH,云50ETF,新华基金,招商证券,股票型,20210805,,20210825,20210715,,3.4097,0.5,0.1,,1.0,0.1,,中证云计算50指数收益率,L,被动指数型,契约型开放式,,20210825,20210825,E
403,516930.SH,生物科技ETF基金,民生加银基金,中信建投证券,股票型,20210805,,20210818,20210621,,2.8464,0.5,0.1,,1.0,0.1,,中证生物科技主题指数收益率,L,被动指数型,契约型开放式,,20210818,20210818,E
404,516710.SH,新材料50ETF,华夏基金,中国建设银行,股票型,20210804,,20210817,20210719,,2.6427,0.5,0.1,,1.0,0.1,,中证新材料主题指数收益率,L,被动指数型,契约型开放式,,20210817,20210817,E
405,517800.SH,人工智能50ETF,方正富邦基金,中国工商银行,股票型,20210804,,20210826,20210721,,2.6254,0.5,0.1,,1.0,0.1,,中证沪港深人工智能50指数收益率,L,被动指数型,契约型开放式,,20210826,20210826,E
406,560500.SH,500质量成长ETF,鹏扬基金,兴业银行,股票型,20210804,,20210901,20210719,,4.2434,0.45,0.05,,1.0,0.1,,中证500质量成长指数收益率,L,被动指数型,契约型开放式,,20210901,20210901,E
407,561910.SH,电池ETF,招商基金,光大证券,股票型,20210804,,20210812,20210716,,2.9008,0.5,0.1,,1.0,0.1,,中证电池主题指数收益率,L,被动指数型,契约型开放式,,20210812,20210812,E
408,513590.SH,香港消费ETF,鹏华基金,华泰证券,股票型,20210803,,20210819,20210719,,2.5392,0.5,0.1,,1.0,0.1,,中证港股通消费主题指数收益率,L,被动指数型,契约型开放式,,20210819,20210819,E
409,517010.SH,沪港深500ETF指数,易方达基金,中国工商银行,股票型,20210803,,20210812,20210719,,2.3414,0.15,0.05,,1.0,0.1,,中证沪港深500指数收益率,L,被动指数型,契约型开放式,,20210812,20210812,E
410,159790.SZ,碳中和ETF,华夏基金,中国建设银行,股票型,20210730,,20210806,20210727,,29.1353,0.5,0.1,,1.0,0.1,,中证内地低碳经济主题指数收益率,L,被动指数型,契约型开放式,,20210806,20210806,E
411,159786.SZ,VRETF,银华基金,招商银行,股票型,20210729,,20210806,20210719,,6.417,0.5,0.1,,1.0,0.1,,中证虚拟现实主题指数收益率,L,被动指数型,契约型开放式,,20210806,20210806,E
412,159846.SZ,中证1000ETF基金,建信基金,中金公司,股票型,20210729,20211227,20210816,20210615,20220105,2.3079,0.5,0.1,,1.0,0.1,,中证1000指数收益率,D,被动指数型,契约型开放式,,20210816,20210816,E
413,159864.SZ,光伏50ETF,国泰基金,华夏银行,股票型,20210728,,20210810,20210719,,6.3853,0.5,0.1,,1.0,0.1,,中证光伏产业指数收益率,L,被动指数型,契约型开放式,,20210810,20210810,E
414,516920.SH,芯片50ETF,汇添富基金,招商银行,股票型,20210727,,20210816,20210708,,4.5846,0.15,0.05,,1.0,0.1,,中证芯片产业指数收益率,L,被动指数型,契约型开放式,,20210816,20210816,E
415,517380.SH,创新药沪港深ETF,天弘基金,海通证券,股票型,20210727,,20210809,20210712,,3.5233,0.5,0.1,,1.0,0.1,,恒生沪深港创新药精选50指数收益率,L,被动指数型,契约型开放式,,20210809,20210809,E
416,516720.SH,ESGETF,浦银安盛基金,华夏银行,股票型,20210722,,20210813,20210618,,5.0434,0.5,0.1,,1.0,0.1,,中证ESG120策略指数收益率,L,被动指数型,契约型开放式,,20210813,20210813,E
417,516260.SH,物联网50ETF,华夏基金,中国建设银行,股票型,20210722,,20210802,20210708,,5.7188,0.5,0.1,,1.0,0.1,,中证物联网主题指数收益率,L,被动指数型,契约型开放式,,20210802,20210802,E
418,159838.SZ,医药ETF基金,博时基金,国泰君安,股票型,20210722,,20210730,20210526,,2.4076,0.5,0.1,,1.0,0.1,,中证医药50指数收益率,L,被动指数型,契约型开放式,,20210730,20210730,E
419,159757.SZ,电池30ETF,景顺长城基金,华夏银行,股票型,20210721,,20210809,20210705,,8.6593,0.5,0.1,,1.0,0.1,,国证新能源车电池指数收益率,L,被动指数型,契约型开放式,,20210809,20210809,E
420,159752.SZ,新能源龙头ETF,申万菱信基金,中信建投证券,股票型,20210720,,20210728,20210701,,4.1696,0.5,0.1,,1.0,0.1,,中证内地新能源主题指数收益率,L,被动指数型,契约型开放式,,20210728,20210728,E
421,159766.SZ,旅游ETF,富国基金,中国银行,股票型,20210715,,20210723,20210701,,2.9164,0.5,0.1,,1.0,0.1,,中证旅游主题指数收益率,L,被动指数型,契约型开放式,,20210723,20210723,E
422,588060.SH,科创50ETF龙头,广发基金,中国银行,股票型,20210715,,20210729,20210705,,4.2514,0.5,0.1,,1.0,0.1,,上证科创板50成份指数收益率,L,被动指数型,契约型开放式,,20210729,20210729,E
423,516580.SH,新能源主题ETF,博时基金,中信建投证券,股票型,20210715,,20210726,20210615,,3.3912,0.5,0.1,,1.0,0.1,,中证新能源指数收益率,L,被动指数型,契约型开放式,,20210726,20210726,E
424,159710.SZ,智能电车ETF,建信基金,中金公司,股票型,20210715,,20210809,20210701,,2.3734,0.5,0.1,,1.0,0.1,,中证智能电动汽车指数收益率,L,被动指数型,契约型开放式,,20210809,20210809,E
425,562880.SH,电池ETF基金,嘉实基金,中信建投证券,股票型,20210713,,20210720,20210705,,4.424,0.5,0.1,,1.0,0.1,,中证电池主题指数收益率,L,被动指数型,契约型开放式,,20210720,20210720,E
426,513700.SH,香港医药ETF,鹏华基金,广发证券,股票型,20210713,,20210806,20210623,,4.5885,0.5,0.1,,1.0,0.1,,中证港股通医药卫生综合指数收益率,L,被动指数型,契约型开放式,,20210806,20210806,E
427,516100.SH,金融科技ETF华夏,华夏基金,兴业银行,股票型,20210713,,20210723,20210625,,2.4076,0.5,0.1,,1.0,0.1,,中证金融科技主题指数收益率,L,被动指数型,契约型开放式,,20210723,20210723,E
428,516890.SH,新材料ETF平安,平安基金,国泰君安,股票型,20210709,,20210728,20210406,,4.5631,0.5,0.1,,1.0,0.1,,中证新材料主题指数收益率,L,被动指数型,契约型开放式,,20210728,20210728,E
429,516270.SH,新能源50ETF,华安基金,中国银行,股票型,20210709,,20210723,20210621,,4.4241,0.5,0.1,,1.0,0.1,,中证内地新能源主题指数收益率,L,被动指数型,契约型开放式,,20210723,20210723,E
430,159729.SZ,互联网ETF,汇添富基金,中国农业银行,股票型,20210708,,20210721,20210615,,3.3676,0.15,0.05,,1.0,0.1,,中证沪港深互联网指数收益率,L,被动指数型,契约型开放式,,20210721,20210721,E
431,159847.SZ,医疗50ETF,易方达基金,招商银行,股票型,20210708,,20210719,20210621,,2.1883,0.15,0.05,,1.0,0.1,,中证医疗指数收益率,L,被动指数型,契约型开放式,,20210719,20210719,E
432,517120.SH,沪港深创新药ETF,华泰柏瑞基金,浦发银行,股票型,20210708,,20210719,20210624,,5.4497,0.5,0.1,,1.0,0.1,,中证沪港深创新药产业指数收益率,L,被动指数型,契约型开放式,,20210719,20210719,E
433,159720.SZ,智能电车ETF泰康,泰康基金,招商银行,股票型,20210707,,20210720,20210615,,5.7081,0.5,0.1,,1.0,0.1,,中证智能电动汽车指数收益率,L,被动指数型,契约型开放式,,20210720,20210720,E
434,159830.SZ,上海金ETF,天弘基金,国泰君安,商品型,20210706,,20210719,20210510,,2.3268,0.5,0.1,,1.0,0.1,,上海黄金交易所上海金集中定价合约午盘基准价收益率,L,黄金现货合约,契约型开放式,,20210719,20210719,E
435,561900.SH,沪深300ESGETF,招商基金,中国银河,股票型,20210706,,20210715,20210615,,2.4233,0.5,0.1,,1.0,0.1,,沪深300ESG基准指数收益率,L,被动指数型,契约型开放式,,20210715,20210715,E
436,159747.SZ,香港科技ETF,南方基金,中国工商银行,股票型,20210702,,20210714,20210615,,5.8142,0.5,0.15,,1.0,0.1,,经估值汇率调整的中证香港科技指数收益率,L,被动指数型,契约型开放式,,20210714,20210714,E
437,588330.SH,双创龙头ETF,华宝基金,中国工商银行,股票型,20210629,,20210706,20210621,,15.5774,0.5,0.1,,1.0,0.1,,中证科创创业50指数收益率,L,被动指数型,契约型开放式,,20210706,20210706,E
438,588380.SH,创50ETF,富国基金,中国建设银行,股票型,20210629,,20210706,20210621,,25.5177,0.5,0.1,,1.0,0.1,,中证科创创业50指数收益率,L,被动指数型,契约型开放式,,20210706,20210706,E
439,159782.SZ,双创50ETF基金,银华基金,招商银行,股票型,20210629,,20210707,20210621,,12.3619,0.5,0.1,,1.0,0.1,,中证科创创业50指数收益率,L,被动指数型,契约型开放式,,20210707,20210707,E
440,588360.SH,科创创业ETF,国泰基金,中国邮政储蓄银行,股票型,20210629,,20210706,20210621,,7.3148,0.5,0.1,,1.0,0.1,,中证科创创业50指数收益率,L,被动指数型,契约型开放式,,20210706,20210706,E
